well,date,find,chem,unit,wqo,abovemcl,area
03N23W05P02S,5/5/1997 0:00,688,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/7/1997 0:00,43,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/7/1997 0:00,1.89756,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,7/7/1997 0:00,8.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,7/7/1997 0:00,237,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/7/1997 0:00,688,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/4/1997 0:00,43,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/4/1997 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/4/1997 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/4/1997 0:00,235,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/4/1997 0:00,640,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/8/1997 0:00,39,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,9/8/1997 0:00,1.19727,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,9/8/1997 0:00,5.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,9/8/1997 0:00,234,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,9/8/1997 0:00,735,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,10/6/1997 0:00,38,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,10/6/1997 0:00,0.99396,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,10/6/1997 0:00,4.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,10/6/1997 0:00,236,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,10/6/1997 0:00,588,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,11/3/1997 0:00,39,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,11/3/1997 0:00,0.79065,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,11/3/1997 0:00,3.5,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,11/3/1997 0:00,239,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,11/3/1997 0:00,692,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,12/1/1997 0:00,44,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,12/1/1997 0:00,227,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,12/1/1997 0:00,684,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/5/1998 0:00,47,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,1/5/1998 0:00,2.01051,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,1/5/1998 0:00,8.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,1/5/1998 0:00,226,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,1/5/1998 0:00,680,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,5/4/1998 0:00,16,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,5/4/1998 0:00,2.01051,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,5/4/1998 0:00,8.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,5/4/1998 0:00,217,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,5/4/1998 0:00,628,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,6/1/1998 0:00,14,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,6/1/1998 0:00,1.69425,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,6/1/1998 0:00,7.5,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,6/1/1998 0:00,236,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,6/1/1998 0:00,580,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/6/1998 0:00,18,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/6/1998 0:00,1.89756,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,7/6/1998 0:00,8.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,7/6/1998 0:00,244,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/6/1998 0:00,620,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/3/1998 0:00,20,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/3/1998 0:00,1.49094,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/3/1998 0:00,6.6,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/3/1998 0:00,233,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/3/1998 0:00,668,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/14/1998 0:00,19,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,9/14/1998 0:00,1.19727,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,9/14/1998 0:00,5.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,9/14/1998 0:00,227,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,9/14/1998 0:00,684,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,10/5/1998 0:00,20,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,10/5/1998 0:00,0.99396,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,10/5/1998 0:00,4.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,10/5/1998 0:00,232,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,10/5/1998 0:00,668,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,11/3/1998 0:00,28,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,11/3/1998 0:00,1.60389,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,11/3/1998 0:00,7.1,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,11/3/1998 0:00,242,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,11/3/1998 0:00,628,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,12/7/1998 0:00,47,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,12/7/1998 0:00,2.89152,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,12/7/1998 0:00,12.8,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,12/7/1998 0:00,267,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,12/7/1998 0:00,640,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/4/1999 0:00,33,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,1/4/1999 0:00,1.19727,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,1/4/1999 0:00,5.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,1/4/1999 0:00,278,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,1/4/1999 0:00,596,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,2/1/1999 0:00,38,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,2/1/1999 0:00,2.10087,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,2/1/1999 0:00,9.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,2/1/1999 0:00,255,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,2/1/1999 0:00,560,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,3/1/1999 0:00,35,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,3/1/1999 0:00,2.01051,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,3/1/1999 0:00,8.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,3/1/1999 0:00,247,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,3/1/1999 0:00,636,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,4/5/1999 0:00,34,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,4/5/1999 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,4/5/1999 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,4/5/1999 0:00,264,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,4/5/1999 0:00,656,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,5/10/1999 0:00,35,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,5/10/1999 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,5/10/1999 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,5/10/1999 0:00,256,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,5/10/1999 0:00,648,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,6/7/1999 0:00,33,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,6/7/1999 0:00,1.10691,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,6/7/1999 0:00,4.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,6/7/1999 0:00,247,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,6/7/1999 0:00,668,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/12/1999 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/12/1999 0:00,0.9036,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,7/12/1999 0:00,4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,7/12/1999 0:00,249,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/12/1999 0:00,660,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/9/1999 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/9/1999 0:00,0.79065,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/9/1999 0:00,3.5,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/9/1999 0:00,241,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/9/1999 0:00,716,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/13/1999 0:00,30,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,9/13/1999 0:00,0.74547,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,9/13/1999 0:00,3.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,9/13/1999 0:00,243,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,9/13/1999 0:00,664,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,10/4/1999 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,10/4/1999 0:00,0.83583,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,10/4/1999 0:00,3.7,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,10/4/1999 0:00,247,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,10/4/1999 0:00,676,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,11/1/1999 0:00,42,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,11/1/1999 0:00,1.31022,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,11/1/1999 0:00,5.8,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,11/1/1999 0:00,268,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,11/1/1999 0:00,620,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,12/6/1999 0:00,38,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,12/6/1999 0:00,1.10691,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,12/6/1999 0:00,4.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,12/6/1999 0:00,237,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,12/6/1999 0:00,584,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/10/2000 0:00,34,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,1/10/2000 0:00,1.31022,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,1/10/2000 0:00,5.8,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,1/10/2000 0:00,232,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,1/10/2000 0:00,628,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,2/7/2000 0:00,0.9036,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,2/7/2000 0:00,4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,2/7/2000 0:00,680,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,3/6/2000 0:00,36,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,3/6/2000 0:00,1.8072,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,3/6/2000 0:00,8,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,3/6/2000 0:00,233,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,3/6/2000 0:00,804,TOTAL DISSOLVED SOLIDS,MG/L,800,1,Casitas Springs
03N23W05P02S,4/3/2000 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,4/3/2000 0:00,1.3554,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,4/3/2000 0:00,6,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,4/3/2000 0:00,231,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,4/3/2000 0:00,716,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,0.32,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,33,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,232,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,5/1/2000 0:00,648,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,6/5/2000 0:00,29,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,6/5/2000 0:00,0.99396,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,6/5/2000 0:00,4.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,6/5/2000 0:00,231,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,6/5/2000 0:00,596,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/10/2000 0:00,32,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/10/2000 0:00,0.9036,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,7/10/2000 0:00,4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,7/10/2000 0:00,247,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/10/2000 0:00,724,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/7/2000 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/7/2000 0:00,0.70029,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/7/2000 0:00,3.1,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/7/2000 0:00,215,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/7/2000 0:00,664,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/11/2000 0:00,31,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,9/11/2000 0:00,202,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,9/11/2000 0:00,712,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,10/2/2000 0:00,23,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,10/2/2000 0:00,0.9036,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,10/2/2000 0:00,4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,10/2/2000 0:00,186,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,10/2/2000 0:00,655,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,0.438,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,47,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,0.9036,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,238,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,1/7/2002 0:00,596,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,2/4/2002 0:00,35,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,2/4/2002 0:00,219,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,2/4/2002 0:00,656,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,3/4/2002 0:00,34,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,3/4/2002 0:00,219,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,3/4/2002 0:00,642,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,4/1/2002 0:00,0.39,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,4/1/2002 0:00,33,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,4/1/2002 0:00,216,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,4/1/2002 0:00,612,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,4/15/2002 0:00,0.41,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,5/6/2002 0:00,0.44,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,5/6/2002 0:00,33,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,5/6/2002 0:00,222,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,5/6/2002 0:00,608,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,0.38,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,38,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,1.19727,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,5.3,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,228,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,6/3/2002 0:00,638,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/8/2002 0:00,0.4,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,7/8/2002 0:00,45,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/8/2002 0:00,266,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/8/2002 0:00,690,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,0.39,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,42,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,0.99396,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,4.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,284,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/5/2002 0:00,660,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/9/2002 0:00,0.37,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,9/9/2002 0:00,40,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,9/9/2002 0:00,268,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,9/9/2002 0:00,748,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,0.37,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,50,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,1.49094,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,6.6,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,253,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,12/3/2002 0:00,676,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,0.36,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,56,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,1.60389,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,7.1,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,249,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,1/6/2003 0:00,688,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,1/28/2003 0:00,0.3,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,0.37,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,54,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,1.49094,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,6.6,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,241,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,2/3/2003 0:00,676,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,0.38,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,57,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,239,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,3/3/2003 0:00,700,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,0.41,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,46,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,2.01051,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,8.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,228,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,4/7/2003 0:00,672,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,0.37,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,41,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,1.89756,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,8.4,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,181,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,5/5/2003 0:00,644,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,0.34,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,40,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,1.40058,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,6.2,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,223,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,6/9/2003 0:00,664,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,0.32,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,39,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,1.10691,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,4.9,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,220,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,7/7/2003 0:00,660,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,0.42,BORON,MG/L,0.5,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,40,CHLORIDE,mgl,100,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,0.60993,NITRATE (AS N),MG/L,10,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,2.7,NITRATE (AS NO3),MG/L,45,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,225,SULFATE,mgl,300,0,Casitas Springs
03N23W05P02S,8/4/2003 0:00,668,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Casitas Springs
03N23W05P02S,9/8/2003 0:00,0.48,BORON,MG/L,0.5,0,Casitas Springs
