well,date,find,chem,unit,wqo,abovemcl,area
04N23W16B07S,2/1/2010 0:00,11.47572,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/1/2010 0:00,50.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/8/2010 0:00,11.83716,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/8/2010 0:00,52.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/17/2010 0:00,12.10824,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/17/2010 0:00,53.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/22/2010 0:00,12.15342,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/22/2010 0:00,53.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/1/2010 0:00,12.26637,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/1/2010 0:00,54.3,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/9/2010 0:00,12.51486,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/9/2010 0:00,55.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/15/2010 0:00,12.6504,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/15/2010 0:00,56,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/23/2010 0:00,12.83112,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/23/2010 0:00,56.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/29/2010 0:00,12.58263,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/29/2010 0:00,55.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/5/2010 0:00,12.98925,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/5/2010 0:00,57.5,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/12/2010 0:00,12.92148,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/12/2010 0:00,57.2,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/19/2010 0:00,13.16997,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/19/2010 0:00,58.3,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/26/2010 0:00,12.83112,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/26/2010 0:00,56.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/4/2010 0:00,12.89889,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/4/2010 0:00,57.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/11/2010 0:00,12.85371,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/11/2010 0:00,56.9,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/18/2010 0:00,12.53745,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/18/2010 0:00,55.5,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/24/2010 0:00,12.35673,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/24/2010 0:00,54.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/1/2010 0:00,12.1986,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/1/2010 0:00,54,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/8/2010 0:00,12.28896,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/8/2010 0:00,54.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/15/2010 0:00,11.31759,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/15/2010 0:00,50.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/21/2010 0:00,12.17601,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/21/2010 0:00,53.9,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/30/2010 0:00,11.22723,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/30/2010 0:00,49.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/7/2010 0:00,11.65644,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/7/2010 0:00,51.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/13/2010 0:00,10.95615,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/13/2010 0:00,48.5,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/20/2010 0:00,10.52694,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/20/2010 0:00,46.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/27/2010 0:00,11.24982,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/27/2010 0:00,49.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/3/2010 0:00,10.21068,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/3/2010 0:00,45.2,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/10/2010 0:00,10.57212,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/10/2010 0:00,46.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/17/2010 0:00,10.70766,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/17/2010 0:00,47.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/24/2010 0:00,10.59471,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/24/2010 0:00,46.9,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/31/2010 0:00,9.7137,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/31/2010 0:00,43,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/7/2010 0:00,9.96219,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/7/2010 0:00,44.1,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/14/2010 0:00,10.66248,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,9/14/2010 0:00,47.2,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,9/21/2010 0:00,9.53298,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/21/2010 0:00,42.2,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/28/2010 0:00,10.18809,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,9/28/2010 0:00,45.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,10/5/2010 0:00,9.46521,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/5/2010 0:00,41.9,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/12/2010 0:00,9.01341,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/12/2010 0:00,39.9,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/19/2010 0:00,9.12636,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/19/2010 0:00,40.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/26/2010 0:00,9.37485,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/26/2010 0:00,41.5,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/1/2010 0:00,9.2619,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/1/2010 0:00,41,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/9/2010 0:00,9.19413,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/9/2010 0:00,40.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/15/2010 0:00,8.99082,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/15/2010 0:00,39.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/23/2010 0:00,9.10377,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/23/2010 0:00,40.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/29/2010 0:00,9.10377,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/29/2010 0:00,40.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/7/2010 0:00,8.90046,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/7/2010 0:00,39.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/21/2010 0:00,8.44866,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/21/2010 0:00,37.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/4/2011 0:00,10.86579,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/4/2011 0:00,48.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/10/2011 0:00,11.31759,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/10/2011 0:00,50.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/18/2011 0:00,12.04047,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/18/2011 0:00,53.3,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/24/2011 0:00,11.83716,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/24/2011 0:00,52.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/31/2011 0:00,12.56004,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/31/2011 0:00,55.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/7/2011 0:00,12.10824,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/7/2011 0:00,53.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/15/2011 0:00,12.15342,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/15/2011 0:00,53.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/22/2011 0:00,13.12479,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/22/2011 0:00,58.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/28/2011 0:00,12.51486,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/28/2011 0:00,55.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/7/2011 0:00,12.89889,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/7/2011 0:00,57.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/15/2011 0:00,12.89889,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/15/2011 0:00,57.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/21/2011 0:00,10.25586,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/21/2011 0:00,45.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/29/2011 0:00,11.92752,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,3/29/2011 0:00,52.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/4/2011 0:00,11.56608,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/4/2011 0:00,51.2,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/13/2011 0:00,12.08565,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/13/2011 0:00,53.5,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/19/2011 0:00,11.85975,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/19/2011 0:00,52.5,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/25/2011 0:00,12.28896,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,4/25/2011 0:00,54.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/2/2011 0:00,11.88234,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/2/2011 0:00,52.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/10/2011 0:00,12.17601,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/10/2011 0:00,53.9,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/16/2011 0:00,11.70162,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/16/2011 0:00,51.8,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/23/2011 0:00,11.88234,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/23/2011 0:00,52.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/31/2011 0:00,12.22119,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,5/31/2011 0:00,54.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/6/2011 0:00,11.65644,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/6/2011 0:00,51.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,0.1,BORON,MG/L,0.5,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,0.1,BORON,MG/L,0.5,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,56,CHLORIDE,MG/L,100,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,56,CHLORIDE,mgl,100,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,11.56608,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,51.2,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,68,SULFATE,MG/L,300,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,68,SULFATE,mgl,300,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/14/2011 0:00,450,TOTAL DISSOLVED SOLIDS,MG/L,800,0,Mira Monte/Meiners Oaks
04N23W16B07S,6/20/2011 0:00,11.90493,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/20/2011 0:00,52.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/28/2011 0:00,10.97874,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,6/28/2011 0:00,48.6,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/5/2011 0:00,11.61126,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/5/2011 0:00,51.4,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/12/2011 0:00,10.63989,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/12/2011 0:00,47.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/18/2011 0:00,11.22723,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/18/2011 0:00,49.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/26/2011 0:00,10.09773,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,7/26/2011 0:00,44.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/1/2011 0:00,10.59471,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/1/2011 0:00,46.9,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/9/2011 0:00,9.80406,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/9/2011 0:00,43.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/16/2011 0:00,10.8432,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/16/2011 0:00,48,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/23/2011 0:00,9.69111,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/23/2011 0:00,42.9,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,8/30/2011 0:00,10.32363,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,8/30/2011 0:00,45.7,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,9/6/2011 0:00,9.21672,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/6/2011 0:00,40.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/12/2011 0:00,10.07514,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,9/12/2011 0:00,44.6,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/20/2011 0:00,9.12636,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/20/2011 0:00,40.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/27/2011 0:00,9.10377,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,9/27/2011 0:00,40.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/4/2011 0:00,9.57816,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/4/2011 0:00,42.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/11/2011 0:00,9.44262,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/11/2011 0:00,41.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/18/2011 0:00,9.37485,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/18/2011 0:00,41.5,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/24/2011 0:00,8.99082,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,10/24/2011 0:00,39.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/1/2011 0:00,9.69111,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/1/2011 0:00,42.9,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/7/2011 0:00,8.76492,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/7/2011 0:00,38.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/14/2011 0:00,9.78147,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/14/2011 0:00,43.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/21/2011 0:00,8.85528,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/21/2011 0:00,39.2,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/29/2011 0:00,8.87787,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,11/29/2011 0:00,39.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/6/2011 0:00,9.9396,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/6/2011 0:00,44,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/13/2011 0:00,9.35226,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/13/2011 0:00,41.4,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/20/2011 0:00,9.4878,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/20/2011 0:00,42,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/27/2011 0:00,9.08118,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,12/27/2011 0:00,40.2,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/3/2012 0:00,10.09773,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/3/2012 0:00,44.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/10/2012 0:00,9.37485,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/10/2012 0:00,41.5,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/17/2012 0:00,10.18809,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/17/2012 0:00,45.1,NITRATE (AS NO3),MG/L,45,1,Mira Monte/Meiners Oaks
04N23W16B07S,1/24/2012 0:00,9.73629,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/24/2012 0:00,43.1,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/31/2012 0:00,9.42003,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,1/31/2012 0:00,41.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/7/2012 0:00,10.05255,NITRATE (AS N),MG/L,10,1,Mira Monte/Meiners Oaks
04N23W16B07S,2/7/2012 0:00,44.5,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/13/2012 0:00,9.39744,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/13/2012 0:00,41.6,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/21/2012 0:00,9.17154,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/21/2012 0:00,40.6,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/28/2012 0:00,9.17154,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,2/28/2012 0:00,40.6,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/6/2012 0:00,8.96823,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/6/2012 0:00,39.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/13/2012 0:00,8.99082,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/13/2012 0:00,39.8,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/20/2012 0:00,8.8101,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/20/2012 0:00,39,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/27/2012 0:00,9.19413,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,3/27/2012 0:00,40.7,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
04N23W16B07S,4/3/2012 0:00,9.10377,NITRATE (AS N),MG/L,10,0,Mira Monte/Meiners Oaks
04N23W16B07S,4/3/2012 0:00,40.3,NITRATE (AS NO3),MG/L,45,0,Mira Monte/Meiners Oaks
